page,product_id,title,description
275,,"Name: 3, dtype: object",": Name: 3, dtype: object"
275,WHITE,"Foreground: WHITE\nBackground: BLACK\nWidth: 1... Foreground: WHITE\nBackground: BLACK\nWidth: 2... Foreground: WHITE\nBackground: BLACK\nWidth: 2... Foreground: WHITE\nBackground: BLACK\nWidth: 3... Name: 4, dtype: object",": Foreground: WHITE\nBackground: BLACK\nWidth: 1... Foreground: WHITE\nBackground: BLACK\nWidth: 2... Foreground: WHITE\nBackground: BLACK\nWidth: 2... Foreground: WHITE\nBackground: BLACK\nWidth: 3... Name: 4, dtype: object"
275,,"Name: 5, dtype: object",": Name: 5, dtype: object"
275,WHITE,"Foreground: WHITE\nBackground: BLACK\nWidth: 3... Foreground: WHITE\nBackground: BLACK\nWidth: 5... Foreground: WHITE\nBackground: BLACK\nWidth: 8... Foreground: WHITE\nBackground: BLACK\nWidth: 1... Name: 6, dtype: object",": Foreground: WHITE\nBackground: BLACK\nWidth: 3... Foreground: WHITE\nBackground: BLACK\nWidth: 5... Foreground: WHITE\nBackground: BLACK\nWidth: 8... Foreground: WHITE\nBackground: BLACK\nWidth: 1... Name: 6, dtype: object"
275,,"Name: 7, dtype: object",": Name: 7, dtype: object"
275,WHITE,"Foreground: WHITE\nBackground: BLUE\nDiameter:... Foreground: WHITE\nBackground: BLUE\nDiameter:... Foreground: WHITE\nBackground: BLUE\nWidth: 29... Foreground: WHITE\nBackground: BLUE\nWidth: 69... Name: 8, dtype: object",": Foreground: WHITE\nBackground: BLUE\nDiameter:... Foreground: WHITE\nBackground: BLUE\nDiameter:... Foreground: WHITE\nBackground: BLUE\nWidth: 29... Foreground: WHITE\nBackground: BLUE\nWidth: 69... Name: 8, dtype: object"
276,EFAS,caTegOry: mIscellaNeOus For all our latest catalogue updates,"caTegOry: mIscellaNeOus For all our latest catalogue updates and company info: www.tvh.com 274 suOeNallecsIm :yrogetac EFAS caTegOry: mIscellaNeOus For all our latest catalogue updates and company info: www.tvh.com Foreground: WHITE Foreground: WHITE Foreground: WHITE Foreground: WHITE Background: BLUE Background: GREEN Background: RED Background: TRANSPARENT Width: 84 mm Width: 200 mm Width: 178 mm Width: 13 mm Height: 39,5 mm Height: 400 mm Height: 50 mm Height: 1,5 mm REF 138TA1813 REF 126TA9663 REF 138TA1692 REF 137TA9606 Foreground: WHITE Foreground: WHITE Foreground: WHITE Foreground: WHITE Background: TRANSPARENT Background: TRANSPARENT Background: TRANSPARENT Background: TRANSPARENT Width: 13,5 mm Width: 16 mm Width: 18 mm Width: 24 mm Height: 13,5 mm Height: 62 mm Height: 16 mm Height: 33,5 mm REF 123TA5017 REF 138TA6899 REF 138TA2032 REF 138TA3033 Foreground: WHITE Foreground: WHITE Foreground: WHITE Foreground: YELLOW Background: TRANSPARENT Background: TRANSPARENT Background: TRANSPARENT Width: 26 mm Width: 27 mm Width: 55 mm Height: 40 mm Height: 40 mm Height: 50 mm Diameter: 15 mm REF 137TA9711 REF 137TA9500 REF 123TA5019 REF 137TA9635 Foreground: YELLOW Foreground: YELLOW Foreground: YELLOW Foreground: YELLOW Diameter: 24,5 mm Diameter: 25 mm Diameter: 53 mm Diameter: 53 mm REF 139TA2962 REF 138TA1643 REF 138TA1721 REF 138TA2665 Foreground: YELLOW Foreground: YELLOW Foreground: YELLOW Foreground: YELLOW Background: BLACK Background: TRANSPARENT Width: 915 mm Width: 920 mm Width: 880 mm Height: 30 mm Height: 330 mm Height: 45 mm Diameter: 53 mm REF 138TA1843 REF 139TA2963 REF 138TA2069 REF 123TA5021 275"
276,WHITE,"Foreground: WHITE\nBackground: BLUE\nWidth: 84... Foreground: WHITE\nBackground: GREEN\nWidth: 2... Foreground: WHITE\nBackground: RED\nWidth: 178... Foreground: WHITE\nBackground: TRANSPARENT\nWi... Name: 0, dtype: object",": Foreground: WHITE\nBackground: BLUE\nWidth: 84... Foreground: WHITE\nBackground: GREEN\nWidth: 2... Foreground: WHITE\nBackground: RED\nWidth: 178... Foreground: WHITE\nBackground: TRANSPARENT\nWi... Name: 0, dtype: object"
276,,"Name: 1, dtype: object",": Name: 1, dtype: object"
276,WHITE,"Foreground: WHITE\nBackground: TRANSPARENT\nWi... Foreground: WHITE\nBackground: TRANSPARENT\nWi... Foreground: WHITE\nBackground: TRANSPARENT\nWi... Foreground: WHITE\nBackground: TRANSPARENT\nWi... Name: 2, dtype: object",": Foreground: WHITE\nBackground: TRANSPARENT\nWi... Foreground: WHITE\nBackground: TRANSPARENT\nWi... Foreground: WHITE\nBackground: TRANSPARENT\nWi... Foreground: WHITE\nBackground: TRANSPARENT\nWi... Name: 2, dtype: object"
276,,"Name: 3, dtype: object",": Name: 3, dtype: object"
276,WHITE,"Foreground: WHITE\nBackground: TRANSPARENT\nWi... Foreground: WHITE\nBackground: TRANSPARENT\nWi... Foreground: WHITE\nBackground: TRANSPARENT\nWi... Foreground: YELLOW\nDiameter: 15 mm\nREF 137TA... Name: 4, dtype: object",": Foreground: WHITE\nBackground: TRANSPARENT\nWi... Foreground: WHITE\nBackground: TRANSPARENT\nWi... Foreground: WHITE\nBackground: TRANSPARENT\nWi... Foreground: YELLOW\nDiameter: 15 mm\nREF 137TA... Name: 4, dtype: object"
276,,"Name: 5, dtype: object",": Name: 5, dtype: object"
276,YELLOW,"Foreground: YELLOW\nDiameter: 24,5 mm\nREF 139... Foreground: YELLOW\nDiameter: 25 mm\nREF 138TA... Foreground: YELLOW\nDiameter: 53 mm\nREF 138TA... Foreground: YELLOW\nDiameter: 53 mm\nREF 138TA... Name: 6, dtype: object",": Foreground: YELLOW\nDiameter: 24,5 mm\nREF 139... Foreground: YELLOW\nDiameter: 25 mm\nREF 138TA... Foreground: YELLOW\nDiameter: 53 mm\nREF 138TA... Foreground: YELLOW\nDiameter: 53 mm\nREF 138TA... Name: 6, dtype: object"
276,,"Name: 7, dtype: object",": Name: 7, dtype: object"
276,YELLOW,"Foreground: YELLOW\nWidth: 915 mm\nHeight: 30 ... Foreground: YELLOW\nWidth: 920 mm\nHeight: 330... Foreground: YELLOW\nBackground: BLACK\nWidth: ... Foreground: YELLOW\nBackground: TRANSPARENT\nD... Name: 8, dtype: object",": Foreground: YELLOW\nWidth: 915 mm\nHeight: 30 ... Foreground: YELLOW\nWidth: 920 mm\nHeight: 330... Foreground: YELLOW\nBackground: BLACK\nWidth: ... Foreground: YELLOW\nBackground: TRANSPARENT\nD... Name: 8, dtype: object"
277,EFAS,caTegOry: mIscellaNeOus caTegOry: mIscellaNeOus For all our ,"caTegOry: mIscellaNeOus caTegOry: mIscellaNeOus For all our latest catalogue updates and company info: www.tvh.com For all our latest catalogue updates and company info: www.tvh.com 274 275 EFAS suOeNallecsIm :yrogetac Foreground: YELLOW Foreground: YELLOW Foreground: BLACK Foreground: BLACK Background: TRANSPARENT Background: YELLOW Background: YELLOW Background: YELLOW Width: 43 mm Width: 74 mm Height: 62 mm Height: 52 mm Diameter: 10 mm Diameter: 10 mm REF 137TA9757 REF 137TA9640 REF 139TA2964 REF 139TA2965 Foreground: GREEN Foreground: BLUE Foreground: GREY Foreground: GREY Background: TRANSPARENT Background: SILVER Background: BLACK Background: BLACK Width: 445 mm Width: 254 mm Width: 25 mm Width: 35 mm Height: 120 mm Height: 154 mm Height: 12 mm Height: 40 mm REF 138TA3890 REF 138TA3907 REF 137TA9815 REF 138TA2628 Foreground: BLACK Foreground: BLACK Foreground: MIXED Foreground: MIXED Background: WHITE Background: SILVER Background: YELLOW Background: BLUE Width: 100 mm Width: 40 mm Width: 62 mm Width: 78 mm Height: 70 mm Height: 65 mm Height: 55 mm Height: 68 mm REF 138TA2710 REF 139TA2966 REF 138TA1796 REF 137TA9709 Foreground: WHITE Foreground: BLACK Foreground: BLACK Foreground: GREY Background: BLACK Background: YELLOW Background: ORANGE Background: BLACK Width: 132 mm Width: 10 mm Width: 255 mm Width: 50 mm Height: 54 mm Height: 52 mm Height: 37 mm Height: 45 mm REF 139TA2967 REF 137TA9812 REF 138TA1350 REF 138TA3884 Foreground: MIXED Foreground: BLACK Foreground: WHITE Foreground: BLACK Background: MIXED Background: WHITE Background: BLACK Background: WHITE Width: 138 mm Width: 39 mm Width: 480 mm Width: 513 mm Height: 37,5 mm Height: 237 mm Height: 100 mm Height: 220 mm REF 138TA2004 REF 138TA3120 REF 138TA3598 REF 139TA2970"
277,YELLOW,"Foreground: YELLOW\nBackground: TRANSPARENT\nW... Foreground: YELLOW\nBackground: YELLOW\nWidth:... Foreground: BLACK\nBackground: YELLOW\nDiamete... Foreground: BLACK\nBackground: YELLOW\nDiamete... Name: 0, dtype: object",": Foreground: YELLOW\nBackground: TRANSPARENT\nW... Foreground: YELLOW\nBackground: YELLOW\nWidth:... Foreground: BLACK\nBackground: YELLOW\nDiamete... Foreground: BLACK\nBackground: YELLOW\nDiamete... Name: 0, dtype: object"
277,,"Name: 1, dtype: object",": Name: 1, dtype: object"
277,GREEN,"Foreground: GREEN\nBackground: TRANSPARENT\nWi... Foreground: BLUE\nBackground: SILVER\nWidth: 2... Foreground: GREY\nBackground: BLACK\nWidth: 25... Foreground: GREY\nBackground: BLACK\nWidth: 35... Name: 2, dtype: object",": Foreground: GREEN\nBackground: TRANSPARENT\nWi... Foreground: BLUE\nBackground: SILVER\nWidth: 2... Foreground: GREY\nBackground: BLACK\nWidth: 25... Foreground: GREY\nBackground: BLACK\nWidth: 35... Name: 2, dtype: object"
277,,"Name: 3, dtype: object",": Name: 3, dtype: object"
277,BLACK,"Foreground: BLACK\nBackground: WHITE\nWidth: 1... Foreground: BLACK\nBackground: SILVER\nWidth: ... Foreground: MIXED\nBackground: YELLOW\nWidth: ... Foreground: MIXED\nBackground: BLUE\nWidth: 78... Name: 4, dtype: object",": Foreground: BLACK\nBackground: WHITE\nWidth: 1... Foreground: BLACK\nBackground: SILVER\nWidth: ... Foreground: MIXED\nBackground: YELLOW\nWidth: ... Foreground: MIXED\nBackground: BLUE\nWidth: 78... Name: 4, dtype: object"
277,,"Name: 5, dtype: object",": Name: 5, dtype: object"
277,WHITE,"Foreground: WHITE\nBackground: BLACK\nWidth: 1... Foreground: BLACK\nBackground: YELLOW\nWidth: ... Foreground: BLACK\nBackground: ORANGE\nWidth: ... Foreground: GREY\nBackground: BLACK\nWidth: 50... Name: 6, dtype: object",": Foreground: WHITE\nBackground: BLACK\nWidth: 1... Foreground: BLACK\nBackground: YELLOW\nWidth: ... Foreground: BLACK\nBackground: ORANGE\nWidth: ... Foreground: GREY\nBackground: BLACK\nWidth: 50... Name: 6, dtype: object"
277,,"Name: 7, dtype: object",": Name: 7, dtype: object"
277,MIXED,"Foreground: MIXED\nBackground: MIXED\nWidth: 1... Foreground: BLACK\nBackground: WHITE\nWidth: 3... Foreground: WHITE\nBackground: BLACK\nWidth: 4... Foreground: BLACK\nBackground: WHITE\nWidth: 5... Name: 8, dtype: object",": Foreground: MIXED\nBackground: MIXED\nWidth: 1... Foreground: BLACK\nBackground: WHITE\nWidth: 3... Foreground: WHITE\nBackground: BLACK\nWidth: 4... Foreground: BLACK\nBackground: WHITE\nWidth: 5... Name: 8, dtype: object"
278,EFAS,caTegOry: mIscellaNeOus For all our latest catalogue updates,"caTegOry: mIscellaNeOus For all our latest catalogue updates and company info: www.tvh.com 276 suOeNallecsIm :yrogetac EFAS caTegOry: mIscellaNeOus For all our latest catalogue updates and company info: www.tvh.com Foreground: BLACK Foreground: BLACK Foreground: BLACK Foreground: BLACK Background: WHITE Background: WHITE Background: WHITE Background: GREY Width: 101,5 mm Width: 101,5 mm Width: 152 mm Width: 45 mm Height: 50,5 mm Height: 50,5 mm Height: 25 mm Height: 13 mm REF 138TA3229 REF 138TA3230 REF 138TA2161 REF 123TA5029 Foreground: BLACK Foreground: MIXED Foreground: BLACK Foreground: BLACK Background: WHITE Background: MIXED Background: YELLOW Background: YELLOW Width: 50 mm Width: 150 mm Width: 62 mm Width: 62 mm Height: 30 mm Height: 39 mm Height: 8 mm Height: 8 mm REF 138TA2580 REF 138TA2498 REF 123TA5030 REF 123TA5031 Foreground: MIXED Foreground: BLACK Foreground: BLACK Foreground: WHITE Background: MIXED Background: GREY Background: WHITE Background: BLACK Width: 90 mm Width: 500 mm Width: 38 mm Width: 35 mm Height: 25 mm Height: 255 mm Height: 64 mm Height: 70 mm REF 138TA3473 REF 139TA2971 REF 138TA3584 REF 138TA3170 Foreground: BLACK Foreground: MIXED Foreground: BLACK Foreground: BLACK Background: BLACK Background: MIXED Background: GREEN Background: YELLOW Width: 280 mm Width: 550 mm Width: 70 mm Width: 44 mm Height: 37 mm Height: 143 mm Height: 20 mm Height: 70 mm REF 123TA5034 REF 139TA2974 REF 138TA2634 REF 138TA2767 Foreground: BLACK Foreground: GREY Foreground: SILVER Foreground: BLACK Background: YELLOW Background: BLACK Background: BLACK Background: GREY Width: 124 mm Width: 70 mm Width: 315 mm Width: 110,5 mm Height: 14 mm Height: 10 mm Height: 30 mm Height: 35 mm REF 137TA9732 REF 116TA4373 REF 138TA3451 REF 139TA2975 277"
278,BLACK,"Foreground: BLACK\nBackground: WHITE\nWidth: 1... Foreground: BLACK\nBackground: WHITE\nWidth: 1... Foreground: BLACK\nBackground: WHITE\nWidth: 1... Foreground: BLACK\nBackground: GREY\nWidth: 45... Name: 0, dtype: object",": Foreground: BLACK\nBackground: WHITE\nWidth: 1... Foreground: BLACK\nBackground: WHITE\nWidth: 1... Foreground: BLACK\nBackground: WHITE\nWidth: 1... Foreground: BLACK\nBackground: GREY\nWidth: 45... Name: 0, dtype: object"
278,,"Name: 1, dtype: object",": Name: 1, dtype: object"
278,BLACK,"Foreground: BLACK\nBackground: WHITE\nWidth: 5... Foreground: MIXED\nBackground: MIXED\nWidth: 1... Foreground: BLACK\nBackground: YELLOW\nWidth: ... Foreground: BLACK\nBackground: YELLOW\nWidth: ... Name: 2, dtype: object",": Foreground: BLACK\nBackground: WHITE\nWidth: 5... Foreground: MIXED\nBackground: MIXED\nWidth: 1... Foreground: BLACK\nBackground: YELLOW\nWidth: ... Foreground: BLACK\nBackground: YELLOW\nWidth: ... Name: 2, dtype: object"
278,,"Name: 3, dtype: object",": Name: 3, dtype: object"
278,MIXED,"Foreground: MIXED\nBackground: MIXED\nWidth: 9... Foreground: BLACK\nBackground: GREY\nWidth: 50... Foreground: BLACK\nBackground: WHITE\nWidth: 3... Foreground: WHITE\nBackground: BLACK\nWidth: 3... Name: 4, dtype: object",": Foreground: MIXED\nBackground: MIXED\nWidth: 9... Foreground: BLACK\nBackground: GREY\nWidth: 50... Foreground: BLACK\nBackground: WHITE\nWidth: 3... Foreground: WHITE\nBackground: BLACK\nWidth: 3... Name: 4, dtype: object"
278,,"Name: 5, dtype: object",": Name: 5, dtype: object"
278,BLACK,"Foreground: BLACK\nBackground: BLACK\nWidth: 2... Foreground: MIXED\nBackground: MIXED\nWidth: 5... Foreground: BLACK\nBackground: GREEN\nWidth: 7... Foreground: BLACK\nBackground: YELLOW\nWidth: ... Name: 6, dtype: object",": Foreground: BLACK\nBackground: BLACK\nWidth: 2... Foreground: MIXED\nBackground: MIXED\nWidth: 5... Foreground: BLACK\nBackground: GREEN\nWidth: 7... Foreground: BLACK\nBackground: YELLOW\nWidth: ... Name: 6, dtype: object"
278,,"Name: 7, dtype: object",": Name: 7, dtype: object"
278,BLACK,"Foreground: BLACK\nBackground: YELLOW\nWidth: ... Foreground: GREY\nBackground: BLACK\nWidth: 70... Foreground: SILVER\nBackground: BLACK\nWidth: ... Foreground: BLACK\nBackground: GREY\nWidth: 11... Name: 8, dtype: object",": Foreground: BLACK\nBackground: YELLOW\nWidth: ... Foreground: GREY\nBackground: BLACK\nWidth: 70... Foreground: SILVER\nBackground: BLACK\nWidth: ... Foreground: BLACK\nBackground: GREY\nWidth: 11... Name: 8, dtype: object"
279,EFAS,caTegOry: mIscellaNeOus caTegOry: mIscellaNeOus For all our ,"caTegOry: mIscellaNeOus caTegOry: mIscellaNeOus For all our latest catalogue updates and company info: www.tvh.com For all our latest catalogue updates and company info: www.tvh.com 276 277 EFAS suOeNallecsIm :yrogetac Foreground: MIXED Foreground: BLACK Foreground: WHITE Foreground: WHITE Background: MIXED Background: YELLOW Background: BLACK Width: 147 mm Width: 25 mm Width: 119 mm Width: 130 mm Height: 51 mm Height: 15 mm Height: 29 mm Height: 95 mm REF 138TA3568 REF 111TA2115 REF 139TA2976 REF 138TA1154 Foreground: BLACK Foreground: BLACK Foreground: BLACK Foreground: WHITE Background: YELLOW Background: WHITE Background: BLACK Width: 80 mm Width: 125 mm Width: 32 mm Width: 61 mm Height: 45 mm Height: 14 mm Height: 114 mm Height: 15 mm REF 138TA1106 REF 138TA2880 REF 126TA4695 REF 138TA1424 Foreground: WHITE Foreground: BLACK Foreground: MIXED Foreground: BLACK Background: BLACK Background: WHITE Background: MIXED Background: GREY Width: 61 mm Width: 100 mm Width: 25 mm Width: 50 mm Height: 15,5 mm Height: 8 mm Height: 35 mm Height: 50 mm REF 138TA1425 REF 126TA9562 REF 138TA2999 REF 126TA3527 Foreground: BLACK Foreground: BLACK Foreground: WHITE Foreground: BLACK Background: GREY Background: YELLOW Background: BLACK Background: BEIGE Width: 126 mm Width: 100 mm Width: 134 mm Width: 21 mm Height: 109 mm Height: 100 mm Height: 57 mm Height: 26,5 mm REF 138TA3282 REF 138TA3729 REF 138TA3808 REF 123TA5042 Foreground: BLACK Foreground: WHITE Foreground: WHITE Foreground: BLACK Background: SILVER Background: BLACK Background: BLACK Background: GREY Width: 25 mm Width: 90 mm Width: 41 mm Width: 25 mm Height: 8 mm Height: 26 mm Height: 75 mm Height: 10 mm REF 138TA3745 REF 137TA9954 REF 138TA3883 REF 123TA5043"
279,MIXED,"Foreground: MIXED\nBackground: MIXED\nWidth: 1... Foreground: BLACK\nBackground: YELLOW\nWidth: ... Foreground: WHITE\nWidth: 119 mm\nHeight: 29 m... Foreground: WHITE\nBackground: BLACK\nWidth: 1... Name: 0, dtype: object",": Foreground: MIXED\nBackground: MIXED\nWidth: 1... Foreground: BLACK\nBackground: YELLOW\nWidth: ... Foreground: WHITE\nWidth: 119 mm\nHeight: 29 m... Foreground: WHITE\nBackground: BLACK\nWidth: 1... Name: 0, dtype: object"
279,,"Name: 1, dtype: object",": Name: 1, dtype: object"
279,BLACK,"Foreground: BLACK\nWidth: 80 mm\nHeight: 45 mm... Foreground: BLACK\nBackground: YELLOW\nWidth: ... Foreground: BLACK\nBackground: WHITE\nWidth: 3... Foreground: WHITE\nBackground: BLACK\nWidth: 6... Name: 2, dtype: object",": Foreground: BLACK\nWidth: 80 mm\nHeight: 45 mm... Foreground: BLACK\nBackground: YELLOW\nWidth: ... Foreground: BLACK\nBackground: WHITE\nWidth: 3... Foreground: WHITE\nBackground: BLACK\nWidth: 6... Name: 2, dtype: object"
279,,"Name: 3, dtype: object",": Name: 3, dtype: object"
279,WHITE,"Foreground: WHITE\nBackground: BLACK\nWidth: 6... Foreground: BLACK\nBackground: WHITE\nWidth: 1... Foreground: MIXED\nBackground: MIXED\nWidth: 2... Foreground: BLACK\nBackground: GREY\nWidth: 50... Name: 4, dtype: object",": Foreground: WHITE\nBackground: BLACK\nWidth: 6... Foreground: BLACK\nBackground: WHITE\nWidth: 1... Foreground: MIXED\nBackground: MIXED\nWidth: 2... Foreground: BLACK\nBackground: GREY\nWidth: 50... Name: 4, dtype: object"
279,,"Name: 5, dtype: object",": Name: 5, dtype: object"
279,BLACK,"Foreground: BLACK\nBackground: GREY\nWidth: 12... Foreground: BLACK\nBackground: YELLOW\nWidth: ... Foreground: WHITE\nBackground: BLACK\nWidth: 1... Foreground: BLACK\nBackground: BEIGE\nWidth: 2... Name: 6, dtype: object",": Foreground: BLACK\nBackground: GREY\nWidth: 12... Foreground: BLACK\nBackground: YELLOW\nWidth: ... Foreground: WHITE\nBackground: BLACK\nWidth: 1... Foreground: BLACK\nBackground: BEIGE\nWidth: 2... Name: 6, dtype: object"
279,,"Name: 7, dtype: object",": Name: 7, dtype: object"
279,BLACK,"Foreground: BLACK\nBackground: SILVER\nWidth: ... Foreground: WHITE\nBackground: BLACK\nWidth: 9... Foreground: WHITE\nBackground: BLACK\nWidth: 4... Foreground: BLACK\nBackground: GREY\nWidth: 25... Name: 8, dtype: object",": Foreground: BLACK\nBackground: SILVER\nWidth: ... Foreground: WHITE\nBackground: BLACK\nWidth: 9... Foreground: WHITE\nBackground: BLACK\nWidth: 4... Foreground: BLACK\nBackground: GREY\nWidth: 25... Name: 8, dtype: object"
280,EFAS,caTegOry: mIscellaNeOus For all our latest catalogue updates,"caTegOry: mIscellaNeOus For all our latest catalogue updates and company info: www.tvh.com 278 suOeNallecsIm :yrogetac EFAS caTegOry: mIscellaNeOus For all our latest catalogue updates and company info: www.tvh.com Foreground: MIXED Foreground: MIXED Foreground: WHITE Foreground: BLACK Background: GREY Background: GREY Background: BLACK Background: WHITE Width: 41 mm Width: 64 mm Width: 725 mm Width: 74 mm Height: 35 mm Height: 26 mm Height: 35 mm Height: 32 mm REF 138TA3800 REF 138TA3797 REF 123TA5044 REF 138TA3049 Foreground: BLACK Foreground: WHITE Foreground: BLACK Foreground: MIXED Background: WHITE Background: BLACK Background: WHITE Background: GREY Width: 51 mm Width: 795 mm Width: 38 mm Width: 91 mm Height: 19 mm Height: 30 mm Height: 64 mm Height: 98 mm REF 137TA9973 REF 137TA9624 REF 126TA4639 REF 138TA3801 Foreground: MIXED Foreground: BLACK Foreground: WHITE Foreground: BLACK Background: WHITE Background: WHITE Background: BLACK Background: WHITE Width: 498 mm Width: 63 mm Width: 218 mm Width: 28 mm Height: 238 mm Height: 76 mm Height: 64 mm Height: 84 mm REF 123TA5046 REF 126TA9912 REF 138TA3646 REF 138TA2074 Foreground: SILVER Foreground: BLUE Foreground: YELLOW Foreground: WHITE Background: WHITE Background: TRANSPARENT Width: 207 mm Width: 50 mm Width: 290 mm Width: 3 mm Height: 50 mm Height: 6,5 mm Height: 83 mm Height: 10 mm REF 138TA3556 REF 138TA6941 REF 137TA9865 REF 126TA4228 Foreground: BLACK Foreground: ORANGE Foreground: BLACK Foreground: BLACK Background: TRANSPARENT Background: WHITE Background: WHITE Width: 85 mm Width: 85 mm Width: 50 mm Width: 31 mm Height: 95 mm Height: 95 mm Height: 75 mm Height: 12 mm REF 138TA2866 REF 138TA3368 REF 138TA2614 REF 139TA2977 279"
280,MIXED,"Foreground: MIXED\nBackground: GREY\nWidth: 41... Foreground: MIXED\nBackground: GREY\nWidth: 64... Foreground: WHITE\nBackground: BLACK\nWidth: 7... Foreground: BLACK\nBackground: WHITE\nWidth: 7... Name: 0, dtype: object",": Foreground: MIXED\nBackground: GREY\nWidth: 41... Foreground: MIXED\nBackground: GREY\nWidth: 64... Foreground: WHITE\nBackground: BLACK\nWidth: 7... Foreground: BLACK\nBackground: WHITE\nWidth: 7... Name: 0, dtype: object"
280,,"Name: 1, dtype: object",": Name: 1, dtype: object"
280,BLACK,"Foreground: BLACK\nBackground: WHITE\nWidth: 5... Foreground: WHITE\nBackground: BLACK\nWidth: 7... Foreground: BLACK\nBackground: WHITE\nWidth: 3... Foreground: MIXED\nBackground: GREY\nWidth: 91... Name: 2, dtype: object",": Foreground: BLACK\nBackground: WHITE\nWidth: 5... Foreground: WHITE\nBackground: BLACK\nWidth: 7... Foreground: BLACK\nBackground: WHITE\nWidth: 3... Foreground: MIXED\nBackground: GREY\nWidth: 91... Name: 2, dtype: object"
280,,"Name: 3, dtype: object",": Name: 3, dtype: object"
280,MIXED,"Foreground: MIXED\nBackground: WHITE\nWidth: 4... Foreground: BLACK\nBackground: WHITE\nWidth: 6... Foreground: WHITE\nBackground: BLACK\nWidth: 2... Foreground: BLACK\nBackground: WHITE\nWidth: 2... Name: 4, dtype: object",": Foreground: MIXED\nBackground: WHITE\nWidth: 4... Foreground: BLACK\nBackground: WHITE\nWidth: 6... Foreground: WHITE\nBackground: BLACK\nWidth: 2... Foreground: BLACK\nBackground: WHITE\nWidth: 2... Name: 4, dtype: object"
280,,"Name: 5, dtype: object",": Name: 5, dtype: object"
280,SILVER,"Foreground: SILVER\nWidth: 207 mm\nHeight: 50 ... Foreground: BLUE\nBackground: WHITE\nWidth: 50... Foreground: YELLOW\nWidth: 290 mm\nHeight: 83 ... Foreground: WHITE\nBackground: TRANSPARENT\nWi... Name: 6, dtype: object",": Foreground: SILVER\nWidth: 207 mm\nHeight: 50 ... Foreground: BLUE\nBackground: WHITE\nWidth: 50... Foreground: YELLOW\nWidth: 290 mm\nHeight: 83 ... Foreground: WHITE\nBackground: TRANSPARENT\nWi... Name: 6, dtype: object"
280,,"Name: 7, dtype: object",": Name: 7, dtype: object"
280,BLACK,"Foreground: BLACK\nBackground: TRANSPARENT\nWi... Foreground: ORANGE\nWidth: 85 mm\nHeight: 95 m... Foreground: BLACK\nBackground: WHITE\nWidth: 5... Foreground: BLACK\nBackground: WHITE\nWidth: 3... Name: 8, dtype: object",": Foreground: BLACK\nBackground: TRANSPARENT\nWi... Foreground: ORANGE\nWidth: 85 mm\nHeight: 95 m... Foreground: BLACK\nBackground: WHITE\nWidth: 5... Foreground: BLACK\nBackground: WHITE\nWidth: 3... Name: 8, dtype: object"
281,EFAS,caTegOry: mIscellaNeOus caTegOry: mIscellaNeOus For all our ,"caTegOry: mIscellaNeOus caTegOry: mIscellaNeOus For all our latest catalogue updates and company info: www.tvh.com For all our latest catalogue updates and company info: www.tvh.com 278 279 EFAS suOeNallecsIm :yrogetac Foreground: BLACK Foreground: BLACK Foreground: BLACK Foreground: MIXED Background: WHITE Background: YELLOW Background: YELLOW Background: MIXED Width: 100 mm Width: 23 mm Width: 102 mm Width: 240 mm Height: 8 mm Height: 15 mm Height: 102 mm Height: 170 mm REF 126TA9561 REF 138TA1497 REF 139TA2978 REF 138TA1290 Foreground: WHITE Foreground: MIXED Foreground: BLACK Foreground: BLACK Background: BLUE Background: MIXED Background: SILVER Background: SILVER Width: 115 mm Width: 52 mm Width: 15 mm Width: 15 mm Height: 22 mm Height: 26 mm Height: 10 mm Height: 10 mm REF 138TA1056 REF 138TA1494 REF 126TA4332 REF 126TA4331 Foreground: BLACK Foreground: MIXED Foreground: WHITE Foreground: BLACK Background: SILVER Background: MIXED Background: GREY Width: 15 mm Width: 63 mm Width: 320 mm Width: 90 mm Height: 10 mm Height: 25 mm Height: 45 mm Height: 45 mm REF 126TA4329 REF 138TA1012 REF 139TA2981 REF 138TA1777 Foreground: WHITE Foreground: BLACK Foreground: BLACK Foreground: BLACK Background: TRANSPARENT Background: SILVER Background: SILVER Background: GREY Width: 40 mm Width: 15 mm Width: 15 mm Width: 15 mm Height: 23 mm Height: 10 mm Height: 9,5 mm Height: 10 mm REF 126TA4232 REF 126TA4272 REF 123TA5053 REF 126TA4327 Foreground: BLACK Foreground: BLACK Foreground: BLACK Foreground: BLACK Background: SILVER Background: YELLOW Background: YELLOW Background: SILVER Width: 15 mm Width: 7 mm Width: 80 mm Width: 15 mm Height: 10 mm Height: 7 mm Height: 70 mm Height: 10 mm REF 126TA4273 REF 137TA9779 REF 138TA2235 REF 123TA5062"
281,BLACK,"Foreground: BLACK\nBackground: WHITE\nWidth: 1... Foreground: BLACK\nBackground: YELLOW\nWidth: ... Foreground: BLACK\nBackground: YELLOW\nWidth: ... Foreground: MIXED\nBackground: MIXED\nWidth: 2... Name: 0, dtype: object",": Foreground: BLACK\nBackground: WHITE\nWidth: 1... Foreground: BLACK\nBackground: YELLOW\nWidth: ... Foreground: BLACK\nBackground: YELLOW\nWidth: ... Foreground: MIXED\nBackground: MIXED\nWidth: 2... Name: 0, dtype: object"
281,,"Name: 1, dtype: object",": Name: 1, dtype: object"
